id,name,item_id,slug,description,category,subcategory,is_pace_product,product_url,image_url,blade_size_mm,blade_size_inches,automation_level,wheel_size_inches,max_cutting_capacity_mm,max_cutting_capacity_inches,suitable_for_material_types,suitable_for_hardness,suitable_for_sample_sizes,suitable_for_sample_shapes,suitable_for_throughput,suitable_for_applications,min_budget_level,tags,status,sort_order,created_at,updated_at
218d4707-1091-4174-b302-f8c7b1ea1f92,OMEGA-DIGI-ST Semi-Automated Digital Superficial Rockwell Hardness Tester,OMEGA-DIGI-ST,omega-digi-st,"Semi-automated digital Superficial Rockwell hardness tester. Superficial Rockwell - 15 Kgf, 30 Kgr, and 45 Kgr loading.",hardness,brinell-microvickers,true,,,,,semi-automated,,,,,,"[""small"",""medium""]",,"[""medium"",""high""]",,standard,"[""hardness"",""superficial-rockwell"",""semi-automated"",""digital""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
25f378c6-d48c-407c-a384-907285b37f8a,NANO-1000S Manual Grinder Polisher,NANO-1000S,nano-1000s,"Single wheel grinder polisher bench top polisher for 8 and/or 10-inch wheels. Features variable speed (100-1000 rpm), 1 hp motor, preset fast speed buttons, and auto mode.",grinding,manual,true,https://metallographic.com/metallographic-equipment/grinding-polishing/nano.html,/images/equipment/grinding & polishing/manual grinder polishers/nano-1000s/nano-1000s-cover.webp,,,manual,"[""8"",""10""]",,,,,"[""small"",""medium""]",,"[""low"",""medium""]",,standard,"[""grinding"",""polishing"",""manual"",""single-wheel""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
2c45b2d0-e190-4413-8e4f-905576819438,PENTA-7500S Belt Grinder,PENTA-7500S,penta-7500s,Wet or dry belt grinder for coarse grinding. Features a square grinding attachment to hold specimen mounts perpendicular during grinding.,grinding,hand-belt,true,https://metallographic.com/metallographic-equipment/grinding-polishing/hand-belt-grinders.html,/images/equipment/grinding & polishing/hand & belt grinders/penta-7500s/penta-7500s-cover.webp,,,manual,,,,,,"[""small"",""medium"",""large""]",,"[""low"",""medium""]",,budget-conscious,"[""grinding"",""belt-grinder"",""coarse-grinding""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
3052cd14-c76b-4f3d-a87b-5a9183416ba5,OMEGA-RT Manual Rockwell Hardness Tester,OMEGA-RT,omega-rt,"Manual basic low cost metallographic specimen Rockwell Hardness Tester. Load selection of 60, 100 and 150 Kgf (Rockwell).",hardness,rockwell,true,,/images/equipment/hardness testing/rockwell tester/omega-rt/omega-rt-cover.webp,,,manual,,,,,,"[""small"",""medium"",""large""]",,"[""low""]",,budget-conscious,"[""hardness"",""rockwell"",""manual""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
31dcbd09-1fab-4c59-b0a7-42c2456340e3,ATTO-1000S Controlled Micro-Precision Polisher,ATTO-1000S,atto-1000s,Controlled micro-precision polisher for plano-parallel sample preparation.,polishing,controlled-removal,true,,/images/equipment/grinding & polishing/controlled removal polisher/atto-1000s/atto-polisher-cover.webp,,,automated,,,,,,"[""small""]",,"[""low"",""medium""]",,premium,"[""polishing"",""precision"",""plano-parallel""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
3908827e-fe79-4c93-83b3-de3342447bba,TeraUV UV Curing Mounting System,TeraUV,terauv,UV light mounting chamber for accelerated castable curing resins. Fastest mounting cycles for high-volume cold mounting applications.,mounting,castable,true,https://metallographic.com/metallographic-equipment/castable-mounting/uv-curing-system.html,,,,automated,,,,,,"[""small"",""medium"",""large""]",,"[""high"",""very-high""]",,premium,"[""mounting"",""castable"",""uv-curing"",""fast-curing""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
3b6482c8-c992-411d-9032-69b9125897c7,OMEGA-AUTO-RST Automated Dual Rockwell/Superficial Rockwell Hardness Tester,OMEGA-AUTO-RST,omega-auto-rst,"Automated Dual Rockwell and Superficial Rockwell hardness tester. One touch operation, auto load change, auto lifting, auto loading, auto measuring, auto conversion.",hardness,brinell-microvickers,true,,,,,automated,,,,,,"[""small"",""medium"",""large""]",,"[""high"",""very-high""]",,premium,"[""hardness"",""rockwell"",""superficial-rockwell"",""dual"",""automated""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
48eb41d2-9e28-4c21-a8d3-cd6f99048cdf,PICO-155P Precision Cutter,PICO-155P,pico-155p,Precision cutter with touch controls and built-in recirculating pump. Fits 3-inch (75 mm) up to 7-inch (175 mm) diameter blades. Variable speed 50-1500 rpm.,sectioning,precision-wafering,true,https://metallographic.com/metallographic-equipment/precision-wafering/gravity-feed-precision-cutters.html,/images/equipment/precision wafering/gravity feed precision cutters/pico-155p/pico-155p-cover.webp,,,manual,,,,,,"[""small""]",,"[""low"",""medium""]",,standard,"[""sectioning"",""precision"",""wafering"",""diamond-blade""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
4ad06daf-cd66-4187-9342-75d6d23ad287,TP-7100S TERAPRESS Pneumatic Mounting Press,TP-7100S,tp-7100s,"Programmable pneumatic automated mounting press with easy force control. Features 1-inch to 2-inch interchangeable or fixed heater/molds, rapid ram movement, multiple cooling modes, and automatic programmable cycles.",mounting,compression,true,https://metallographic.com/metallographic-equipment/compression-mounting/pneumatic-mounting-press.html,/images/equipment/compression mounting/pneumatic mounting press/tp-7100s/tp-7100s-cover.webp,,,automated,,,,,,"[""small"",""medium"",""large""]",,"[""low"",""medium"",""high""]",,standard,"[""mounting"",""compression"",""pneumatic"",""automated""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
4bf3eb68-4856-4d3b-9124-b263655f5ca3,TeraVAC Vacuum Impregnation System,TeraVAC,teravac,Vacuum impregnation system for room-temperature mounting. Removes air bubbles for clear mounts without heat application.,mounting,castable,true,https://metallographic.com/metallographic-equipment/castable-mounting/vacuum-mounting-system.html,,,,manual,,,,,,"[""small"",""medium""]",,"[""low"",""medium""]",,standard,"[""mounting"",""castable"",""vacuum"",""cold-mounting""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
4ca1e157-562f-47ae-b67d-e8a4b0b49dfd,MEGA-T400S Manual Abrasive Cutter,MEGA-T400S,mega-t400s,Manual wheel and table feed abrasive cutting machine for 16-inch (400 mm) abrasive blades.,sectioning,manual,true,https://metallographic.com/metallographic-equipment/abrasive-sectioning/manual-abrasive-cutters.html,/images/equipment/abrasive sectioning/manual abrasive cutters/mega-t400s/mega-t400s-cover.webp,400,16,manual,,115,4.5,,,"[""large"",""very-large""]",,"[""medium"",""high""]",,premium,"[""sectioning"",""abrasive"",""manual"",""400mm"",""16-inch"",""table-feed""]",active,0,2025-12-05 19:56:21.914044+00,2025-12-17 15:40:52.567603+00
5d952dcc-ce2a-4baa-9956-823f3102d4ce,MEGA-T250S Manual Abrasive Cutter,MEGA-T250S,mega-t250s,Manual wheel and table feed abrasive cutting machine for 10-inch (250 mm) abrasive blades.,sectioning,manual,true,https://metallographic.com/metallographic-equipment/abrasive-sectioning/manual-abrasive-cutters.html,/images/equipment/abrasive sectioning/manual abrasive cutters/mega-t250s/mega-t250-cover.webp,250,10,manual,,,,,,"[""small"",""medium""]",,"[""low"",""medium""]",,budget-conscious,"[""sectioning"",""abrasive"",""manual"",""250mm"",""10-inch"",""table-feed""]",active,0,2025-12-05 19:56:21.914044+00,2025-12-17 15:40:52.567603+00
5e428b0c-82c7-4f35-9130-ea03dd67e440,FEMTO-1100S Automatic Polishing Head,FEMTO-1100S,femto-1100s,"Automatic polishing head for use with NANO-1000S or NANO-2000S. Variable speed (0-200 rpm), pneumatically adjustable individual pistons for 1 to 6 specimens independent of each other.",polishing,automated,true,https://metallographic.com/metallographic-equipment/grinding-polishing/femto.html,/images/equipment/grinding & polishing/semi-auto grinder polishers/femto-1100s/femto-1100s-cover.webp,,,semi-automated,"[""8"",""10""]",,,,,"[""small"",""medium""]",,"[""medium"",""high""]",,premium,"[""polishing"",""automated-head"",""individual-pistons""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
65b2c881-0979-490f-9c33-7cc8ace05610,FEMTO-1500S Dual Mode Automatic Polishing Head,FEMTO-1500S,femto-1500s,Dual individual and central automatic polishing head for use with NANO-1000S or NANO-2000S. Can polish 1-6 specimens independently or 3-6 using fixed central force for superior flatness.,polishing,automated,true,https://metallographic.com/metallographic-equipment/grinding-polishing/femto.html,/images/equipment/grinding & polishing/semi-auto grinder polishers/femto-1500s/femto-1500s-cover.webp,,,semi-automated,"[""8"",""10""]",,,,,"[""small"",""medium""]",,"[""high"",""very-high""]",,premium,"[""polishing"",""automated-head"",""dual-mode"",""central-force""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:14.195388+00
66a810f2-1563-4e3e-baa7-edcd26884585,OMEGA-AUTO-RT Automated Rockwell Hardness Tester,OMEGA-AUTO-RT,omega-auto-rt,"Automated digital Rockwell hardness tester. One touch operation, auto load change, auto lifting, auto loading, auto measuring, auto conversion, data transmission.",hardness,rockwell,true,,/images/equipment/hardness testing/rockwell tester/omega-auto-rt/omega-auto-rt-cover.webp,,,automated,,,,,,"[""small"",""medium"",""large""]",,"[""high"",""very-high""]",,premium,"[""hardness"",""rockwell"",""automated"",""fully-automated""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
6ae46204-903e-4ecb-8c2d-d0fe69584047,MEGA-T350A Automated Abrasive Cutter,MEGA-T350A,mega-t350a,Automated / manual Y-axis with automated X-axis table feed and manual wheel feed abrasive cutting machine for 14-inch (350 mm) abrasive blades. Cutting capacity up to 4.5-inch (115 mm) solid stock.,sectioning,automated,true,https://metallographic.com/metallographic-equipment/abrasive-sectioning/automated-abrasive-cutters.html,/images/equipment/abrasive sectioning/automated abrasive cutters/mega-t350a/mega-t350a-cover.png,350,14,automated,,115,4.5,,,"[""medium"",""large"",""very-large""]",,"[""high"",""very-high""]",,premium,"[""sectioning"",""abrasive"",""automated"",""350mm"",""14-inch"",""table-feed""]",active,0,2025-12-05 19:56:21.914044+00,2025-12-17 15:40:52.567603+00
6f13a5f9-1f25-40a9-adce-d61b2d660090,OMEGA-RT2 Manual Rockwell Hardness Tester,OMEGA-RT2,omega-rt2,"Manual basic low cost metallographic specimen Rockwell Hardness Tester. Load selection of 60, 100 and 150 Kgf (Rockwell).",hardness,rockwell,true,,,,,manual,,,,,,"[""small"",""medium"",""large""]",,"[""low""]",,budget-conscious,"[""hardness"",""rockwell"",""manual""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
73911dff-1dfc-4882-bef7-8aa5e3827040,FEMTO-2500S Dual Mode Automatic Polishing Head,FEMTO-2500S,femto-2500s,Dual individual and central automatic polishing head for use with NANO-1200S. Can polish 1-6 specimens independently or 3-6 using fixed central force for superior flatness.,polishing,automated,true,https://metallographic.com/metallographic-equipment/grinding-polishing/femto.html,/images/equipment/grinding & polishing/semi-auto grinder polishers/femto-2500s/femto-2500S-cover.webp,,,semi-automated,"[""12"",""14""]",,,,,"[""medium"",""large"",""very-large""]",,"[""high"",""very-high""]",,premium,"[""polishing"",""automated-head"",""dual-mode"",""central-force"",""large-wheels""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
7912e136-3d48-4953-afc3-0c53808f3d01,VM-100 Digital Stereo Microscope,VM-100,vm-100,Digital stereo microscope with 0.7X ~ 4.5X electronic magnification with a zoom ratio of 6.5:1. Ideal for low magnification documentation of metallographic specimens prior to polishing and grinding.,microscopy,stereo,true,,/images/equipment/microscopy/stereo microscopes/vm-100/vm-100-cover.webp,,,manual,,,,,,"[""small"",""medium"",""large""]",,"[""low"",""medium""]",,standard,"[""microscopy"",""stereo"",""digital"",""low-magnification""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
7bf9e974-83b1-404c-93f7-bc84e53bee2f,ALPHA-MHT-2000Z2 Precision Micro Vickers Hardness Tester,ALPHA-MHT-2000Z2,alpha-mht-2000z2,"Auto turret precision Micro Vickers hardness testing instrument for Vickers and Knoop indenters. Features include an auto turret head, large LCD screen.",hardness,microhardness,true,,/images/equipment/hardness testing/microhardness tester/alpha-mht-2000z2/alpha-mht-2000z2-cover.webp,,,automated,,,,,,"[""small"",""medium""]",,"[""high"",""very-high""]",,enterprise,"[""hardness"",""microhardness"",""vickers"",""knoop"",""precision"",""automated""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
8dfe6d06-abb4-42e3-a830-edaf596d318f,SPEC-STORE Storage Cabinet,SPEC-STORE,spec-store,"Storage cabinet with 10 stainless steel drawers. Fits two 1-inch (25 mm), 1.25 (30 mm), 1.5-inch, 40 mm and 2-inch (50 mm) specimen storage trays per drawer.",mounting,accessories,true,,,,,manual,,,,,,"[""small"",""medium"",""large""]",,"[""low"",""medium"",""high""]",,standard,"[""storage"",""accessories"",""specimen-storage""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-05 19:56:30.324377+00
8f59d3cf-a7b3-48c2-95ca-dba6366de5b5,NANO-2000S Dual Wheel Grinder Polisher,NANO-2000S,nano-2000s,"Double wheel grinder polisher bench top polisher for 8 and/or 10-inch wheels. Features variable speed (100-1000 rpm), 1 hp motor, preset fast speed buttons, and auto mode.",grinding,manual,true,https://metallographic.com/metallographic-equipment/grinding-polishing/nano.html,/images/equipment/grinding & polishing/manual grinder polishers/nano-2000s/nano-2000s-cover.webp,,,manual,"[""8"",""10""]",,,,,"[""small"",""medium""]",,"[""medium"",""high""]",,standard,"[""grinding"",""polishing"",""manual"",""dual-wheel""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
902672ad-dd02-43cb-b557-0bb0a714b240,FEMTO-2200S Automatic Polishing Head,FEMTO-2200S,femto-2200s,"Automatic polishing head for use with NANO-1200S. Variable speed (0-200 rpm), pneumatically adjustable individual pistons for 1 to 6 specimens independent of each other.",polishing,automated,true,https://metallographic.com/metallographic-equipment/grinding-polishing/femto.html,/images/equipment/grinding & polishing/semi-auto grinder polishers/femto-2200s/femto-2200s-cover.webp,,,semi-automated,"[""12"",""14""]",,,,,"[""medium"",""large"",""very-large""]",,"[""medium"",""high""]",,premium,"[""polishing"",""automated-head"",""individual-pistons"",""large-wheels""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
95c3f354-5958-480a-a24a-3570f37ac0ae,PICO-200A Automated Precision Cutter,PICO-200A,pico-200a,Automated high speed table saw for precision cutting.,sectioning,precision-wafering,true,https://metallographic.com/metallographic-equipment/precision-wafering/table-feed-precision-cutters.html,/images/equipment/precision wafering/table feed precision cutters/pico-200a/pico-200a-cover.webp,,,automated,,,,,,"[""small"",""medium""]",,"[""high"",""very-high""]",,premium,"[""sectioning"",""precision"",""wafering"",""automated"",""diamond-blade""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
9a0c8f6e-67fe-4580-891f-8a8bdd641e22,OMEGA-SRT-15/150 Automated Digital Rockwell/Superficial Rockwell Tester,OMEGA-SRT-15/150,omega-srt-15-150,"Automated digital Rockwell / Superficial Rockwell Testing machine. Load selection of 60, 100 and 150 kgf (Rockwell) and 15, 30 and 45 kgf (Superficial Rockwell).",hardness,rockwell,true,,,,,automated,,,,,,"[""small"",""medium"",""large""]",,"[""high"",""very-high""]",,premium,"[""hardness"",""rockwell"",""superficial-rockwell"",""dual"",""automated""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
a2914087-0106-4343-bcbd-e01559555e90,GIGA-S Vibratory Polisher,GIGA-S,giga-s,9 or 12-inch metallurgical vibratory polisher. Designed to prepare even the most difficult to polish materials with a very gentle polishing action. Ideal for EBSD preparation.,polishing,vibratory,true,https://metallographic.com/metallographic-equipment/grinding-polishing/vibratory-polisher.html,/images/equipment/grinding & polishing/vibratory polisher/giga-s-cover.webp,,,automated,"[""9"",""12""]",,,,,"[""small"",""medium"",""large""]",,"[""low"",""medium"",""high""]",,premium,"[""polishing"",""vibratory"",""ebsd"",""gentle-polishing""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
a2b5b534-ad75-4781-aea2-2e71103d2317,RC-1000A Recirculating Tank,RC-1000A,rc-1000a,"Recirculating tank for NANO Polishers, includes tank, filter housing, pump, coarse, medium and fine filters.",polishing,accessories,true,,,,,manual,,,,,,"[""small"",""medium"",""large""]",,"[""low"",""medium"",""high""]",,standard,"[""polishing"",""accessories"",""recirculating"",""filtration""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-05 19:56:30.324377+00
b8b675f7-8589-4346-87eb-366d91214fa8,MEGA-TANK Recirculation Tank,MEGA-TANK,mega-tank,Recirculation / cooling tank with pump for MEGA series abrasive cutters.,sectioning,manual,true,,,,,manual,,,,,,"[""small"",""medium"",""large"",""very-large""]",,"[""low"",""medium"",""high"",""very-high""]",,standard,"[""sectioning"",""accessories"",""recirculating"",""cooling"",""mega""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
bb498728-d85b-4f97-bae5-4ecb46e9f49e,MEGA-T300A Automated Abrasive Cutter,MEGA-T300A,mega-t300a,Automated / manual Y-axis with automated X-axis table feed and manual wheel feed abrasive cutting machine for 12-inch (300 mm) abrasive blades. Cutting capacity up to 4-inch (100 mm) solid stock.,sectioning,automated,true,https://metallographic.com/metallographic-equipment/abrasive-sectioning/automated-abrasive-cutters.html,/images/equipment/abrasive sectioning/automated abrasive cutters/mega-t300a/mega-t300a-cover.webp,300,12,automated,,100,4,,,"[""small"",""medium"",""large""]",,"[""high"",""very-high""]",,premium,"[""sectioning"",""abrasive"",""automated"",""300mm"",""12-inch"",""table-feed""]",active,0,2025-12-05 19:56:21.914044+00,2025-12-17 15:40:52.567603+00
bdce432b-7cb9-4e26-b03b-5313ad9bf00a,MEGA-T300S Manual Abrasive Cutter,MEGA-T300S,mega-t300s,Manual wheel and table feed abrasive cutting machine for 12-inch (300 mm) abrasive blades. Cutting capacity up to 4-inch (100 mm) solid stock.,sectioning,manual,true,https://metallographic.com/metallographic-equipment/abrasive-sectioning/manual-abrasive-cutters.html,/images/equipment/abrasive sectioning/manual abrasive cutters/mega-t300s/mega-t300s-cover.webp,300,12,manual,,100,4,,,"[""small"",""medium"",""large""]",,"[""low"",""medium""]",,standard,"[""sectioning"",""abrasive"",""manual"",""300mm"",""12-inch"",""table-feed""]",active,0,2025-12-05 19:56:21.914044+00,2025-12-17 15:40:52.567603+00
bdfbcaf1-9eb0-4919-9e8f-8402c64d4920,OMEGA-DIGI-RT Semi-Automated Digital Rockwell Hardness Tester,OMEGA-DIGI-RT,omega-digi-rt,"Semi-automated digital Rockwell hardness tester. Color touch screen, motorized control of loading, dwell, and unloading. Rockwell - 60 Kgf, 100 Kgf and 150 Kgf loading.",hardness,rockwell,true,,/images/equipment/hardness testing/rockwell tester/omega-digi-rt/omega-digi-rt-cover.webp,,,semi-automated,,,,,,"[""small"",""medium"",""large""]",,"[""medium"",""high""]",,standard,"[""hardness"",""rockwell"",""semi-automated"",""digital""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
c059fedf-305e-4ed4-be74-5cf9a2823444,PICO-200S Manual Precision Cutter,PICO-200S,pico-200s,High speed (500-3000 rpm) manual variable speed table saw for precision cutting.,sectioning,precision-wafering,true,https://metallographic.com/metallographic-equipment/precision-wafering/table-feed-precision-cutters.html,/images/equipment/precision wafering/table feed precision cutters/pico-200s/pico-200s-cover.webp,,,manual,,,,,,"[""small"",""medium""]",,"[""low"",""medium"",""high""]",,standard,"[""sectioning"",""precision"",""wafering"",""manual"",""diamond-blade""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
c1eeeb45-da1b-452f-ab9e-b9ad41eb3574,OMEGA-AUTO-ST Automated Superficial Rockwell Hardness Tester,OMEGA-AUTO-ST,omega-auto-st,"Automated Superficial Rockwell hardness tester. One touch operation, auto load change, auto lifting, auto loading, auto measuring, auto conversion.",hardness,brinell-microvickers,true,,,,,automated,,,,,,"[""small"",""medium""]",,"[""high"",""very-high""]",,premium,"[""hardness"",""superficial-rockwell"",""automated""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
c5cb17ba-95cd-41fe-9ee6-dd53f400f886,ZMS0745T Trinocular Stereo Microscope,ZMS0745T,zms0745t,Trinocular stereo microscope with magnification range of 7X to approximately 45X. Ideal for low magnification documentation of metallographic specimens prior to polishing and grinding.,microscopy,stereo,true,,,,,manual,,,,,,"[""small"",""medium"",""large""]",,"[""low"",""medium""]",,standard,"[""microscopy"",""stereo"",""trinocular""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
c90a6532-3303-4784-915f-14b6f0bfd4a4,TeraVAC Pro Vacuum Impregnation System,TeraVAC Pro,teravac-pro,"Programmable castable vacuum impregnation chamber. Removes air bubbles for clear, bubble-free mounts essential for precision work and delicate samples.",mounting,castable,true,https://metallographic.com/metallographic-equipment/castable-mounting/vacuum-mounting-system.html,,,,automated,,,,,,"[""small"",""medium"",""large""]",,"[""medium"",""high""]",,premium,"[""mounting"",""castable"",""vacuum"",""programmable"",""precision""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
